Date,Close
10/1/2015,16.22
10/2/2015,16.58
10/5/2015,17.27
10/6/2015,17.37
10/7/2015,17.21
10/8/2015,17.27
10/9/2015,17.39
10/12/2015,17.07
10/13/2015,17.25
10/14/2015,16.61
10/15/2015,16.71
10/16/2015,16.78
10/19/2015,16.43
10/20/2015,16.66
10/21/2015,16.54
10/22/2015,16.67
10/23/2015,17.16
10/26/2015,16.53
10/27/2015,16.35
10/28/2015,16.93
10/29/2015,16.7
10/30/2015,16.94
11/2/2015,17.19
11/3/2015,17.44
11/4/2015,17.4
11/5/2015,17.2
11/6/2015,17.28
11/9/2015,16.58
11/10/2015,16.25
11/11/2015,16.23
11/12/2015,15.33
11/13/2015,15.07
11/16/2015,16.27
11/17/2015,16.18
11/18/2015,15.95
11/19/2015,16.12
11/20/2015,16.2
11/23/2015,16.25
11/24/2015,18.23
11/25/2015,17.5
11/27/2015,17.29
11/30/2015,17.54
12/1/2015,17.85
12/2/2015,18.59
12/3/2015,18.54
12/4/2015,18.12
12/7/2015,17.97
12/8/2015,17.47
12/9/2015,17.05
12/10/2015,16.98
12/11/2015,16.48
12/14/2015,15.94
12/15/2015,16.18
12/16/2015,16.22
12/17/2015,15.87
12/18/2015,15.78
12/21/2015,15.77
12/22/2015,16.07
12/23/2015,15.74
12/24/2015,16
12/28/2015,15.69
12/29/2015,16.25
12/30/2015,15.72
12/31/2015,15.66
1/4/2016,15.4
1/5/2016,15.13
1/6/2016,14.8
1/7/2016,14.24
1/8/2016,14.04
1/11/2016,14.53
1/12/2016,14.83
1/13/2016,14.39
1/14/2016,14.88
1/15/2016,15.03
1/19/2016,14.75
1/20/2016,15.34
1/21/2016,15.18
1/22/2016,15.49
1/25/2016,15.42
1/26/2016,15.69
1/27/2016,15.52
1/28/2016,15.39
1/29/2016,16.45
2/1/2016,15.24
2/2/2016,14.68
2/3/2016,15.03
2/4/2016,15.25
2/5/2016,15.05
2/8/2016,15.03
2/9/2016,15.02
2/10/2016,15.38
2/11/2016,15.13
2/12/2016,15.31
2/16/2016,15.73
2/17/2016,15.65
2/18/2016,15.63
2/19/2016,15.52
2/22/2016,15.98
2/23/2016,15.58
2/24/2016,16
2/25/2016,15.6
2/26/2016,15.66
2/29/2016,15.53
3/1/2016,16.22
3/2/2016,16.12
3/3/2016,16.41
3/4/2016,16.97
3/7/2016,17.04
3/8/2016,16.59
3/9/2016,16.7
3/10/2016,16.67
3/11/2016,16.68
3/14/2016,16.3
3/15/2016,15.66
3/16/2016,15.78
3/17/2016,16.22
3/18/2016,16.4
3/21/2016,16.46
3/22/2016,16.24
3/23/2016,15.9
3/24/2016,15.87
3/28/2016,15.83
3/29/2016,16.49
3/30/2016,16.6
3/31/2016,16.38
4/1/2016,16.4
4/4/2016,16.16
4/5/2016,15.98
4/6/2016,16.15
4/7/2016,15.83
4/8/2016,15.78
4/11/2016,15.71
4/12/2016,15.95
4/13/2016,16.55
4/14/2016,16.4
4/15/2016,16.53
4/18/2016,17.66
4/19/2016,17.17
4/20/2016,17.26
4/21/2016,17.09
4/22/2016,17.78
4/25/2016,17.17
4/26/2016,18.05
4/27/2016,18.36
4/28/2016,18.46
4/29/2016,18.12
5/2/2016,18.32
5/3/2016,17.81
5/4/2016,17.64
5/5/2016,17.4
5/6/2016,17.51
5/9/2016,17.81
5/10/2016,18.05
5/11/2016,18.04
5/12/2016,17.75
5/13/2016,17.54
5/16/2016,17.58
5/17/2016,17.18
5/18/2016,17.04
5/19/2016,17.03
5/20/2016,17.19
5/23/2016,16.89
5/24/2016,17.47
5/25/2016,17.37
5/26/2016,17.27
5/27/2016,17.44
5/31/2016,17.24
6/1/2016,17.57
6/2/2016,17.85
6/3/2016,17.51
6/6/2016,17.95
6/7/2016,18.11
6/8/2016,18.25
6/9/2016,18.19
6/10/2016,18.05
6/13/2016,17.27
6/14/2016,17.28
6/15/2016,17.26
6/16/2016,17.31
6/17/2016,17.49
6/20/2016,17.49
6/21/2016,17.47
6/22/2016,17.44
6/23/2016,18.12
6/24/2016,17.76
6/27/2016,17.43
6/28/2016,17.75
6/29/2016,17.88
6/30/2016,18.28
7/1/2016,18.1
7/5/2016,17.85
7/6/2016,17.85
7/7/2016,17.94
7/8/2016,18.4
7/11/2016,18.46
7/12/2016,18.61
7/13/2016,18.48
7/14/2016,18.43
7/15/2016,18.51
7/18/2016,18.55
7/19/2016,18.2
7/20/2016,18.62
7/21/2016,18.61
7/22/2016,18.46
7/25/2016,18.61
7/26/2016,18.75
7/27/2016,18.81
7/28/2016,18.74
7/29/2016,18.86
8/1/2016,18.88
8/2/2016,18.62
8/3/2016,18.63
8/4/2016,18.59
8/5/2016,19.14
8/8/2016,18.92
8/9/2016,18.6
8/10/2016,17.34
8/11/2016,17.89
8/12/2016,17.92
8/15/2016,17.82
8/16/2016,17.58
8/17/2016,17.28
8/18/2016,17.7
8/19/2016,18.01
8/22/2016,18.04
8/23/2016,17.96
8/24/2016,17.86
8/25/2016,17.86
8/26/2016,17.82
8/29/2016,18.05
8/30/2016,18.05
8/31/2016,17.97
9/1/2016,18.1
9/2/2016,18.36
9/6/2016,18.3
9/7/2016,18.23
9/8/2016,18.06
9/9/2016,17.61
9/12/2016,17.71
9/13/2016,17.43
9/14/2016,17.4
9/15/2016,17.63
9/16/2016,17.6
9/19/2016,17.59
9/20/2016,17.42
9/21/2016,17.66
9/22/2016,17.94
9/23/2016,18.05
9/26/2016,17.85
9/27/2016,17.77
9/28/2016,18.02
9/29/2016,17.51
9/30/2016,17.58
10/3/2016,17.63
10/4/2016,17.45
10/5/2016,17.49
10/6/2016,17.45
10/7/2016,17.62
10/10/2016,17.68
10/11/2016,17.39
10/12/2016,17.22
10/13/2016,17.22
10/14/2016,17.04
10/17/2016,17.03
10/18/2016,17.25
10/19/2016,17.17
10/20/2016,16.96
10/21/2016,16.73
10/24/2016,16.84
10/25/2016,17.45
10/26/2016,17.18
10/27/2016,17.28
10/28/2016,17.21
10/31/2016,17.6
11/1/2016,17.56
11/2/2016,16.34
11/3/2016,16.08
11/4/2016,16.16
11/7/2016,16.41
11/8/2016,16.38
11/9/2016,18.27
11/10/2016,19.32
11/11/2016,20.27
11/14/2016,20.11
11/15/2016,20.19
11/16/2016,20.23
11/17/2016,20.38
11/18/2016,20.22
11/21/2016,20.58
11/22/2016,20.92
11/23/2016,20.5
11/25/2016,21.01
11/28/2016,20.75
11/29/2016,20.53
11/30/2016,20.32
12/1/2016,20.35
12/2/2016,20.32
12/5/2016,20.75
12/6/2016,20.98
12/7/2016,21.36
12/8/2016,19.01
12/9/2016,18.5
12/12/2016,18.57
12/13/2016,18.64
12/14/2016,17.72
12/15/2016,17.73
12/16/2016,18.02
12/19/2016,18
12/20/2016,18.2
12/21/2016,17.89
12/22/2016,18.13
12/23/2016,18.3
12/27/2016,18.23
12/28/2016,18.01
12/29/2016,17.96
12/30/2016,17.95
1/3/2017,18.41
1/4/2017,18.49
1/5/2017,18.44
1/6/2017,18.07
1/9/2017,17.78
1/10/2017,18.02
1/11/2017,18.22
1/12/2017,18.17
1/13/2017,18.39
1/17/2017,17.85
1/18/2017,18.3
1/19/2017,18.35
1/20/2017,18.25
1/23/2017,18.14
1/24/2017,18.33
1/25/2017,18.34
1/26/2017,18.36
1/27/2017,18.17
1/30/2017,17.88
1/31/2017,18.11
2/1/2017,17.96
2/2/2017,18.16
2/3/2017,18.59
2/6/2017,18.58
2/7/2017,18.71
2/8/2017,18.69
2/9/2017,18.99
2/10/2017,19.21
2/13/2017,19.24
2/14/2017,19.24
2/15/2017,19.3
2/16/2017,19.27
2/17/2017,19.34
2/21/2017,19.33
2/22/2017,19.25
2/23/2017,19.09
2/24/2017,19.25
2/27/2017,19.88
2/28/2017,19.39
3/1/2017,19.87
3/2/2017,21.59
3/3/2017,21.5
3/6/2017,21.58
3/7/2017,22
3/8/2017,21.96
3/9/2017,22.12
3/10/2017,21.97
3/13/2017,22.06
3/14/2017,21.88
3/15/2017,22.02
3/16/2017,22.3
3/17/2017,22.83
3/20/2017,22.48
3/21/2017,21.65
3/22/2017,21.46
3/23/2017,21.65
3/24/2017,21.42
3/27/2017,21.38
3/28/2017,21.58
3/29/2017,21.61
3/30/2017,21.5
3/31/2017,21.7
4/3/2017,21.15
4/4/2017,21.61
4/5/2017,21.12
4/6/2017,21.35
4/7/2017,21.5
4/10/2017,21.75
4/11/2017,21.75
4/12/2017,21.36
4/13/2017,21.2
4/17/2017,21.62
4/18/2017,21.87
4/19/2017,22.43
4/20/2017,22.21
4/21/2017,22.31
4/24/2017,22.88
4/25/2017,23.18
4/26/2017,22.94
4/27/2017,22.86
4/28/2017,22.41
5/1/2017,22.35
5/2/2017,22.18
5/3/2017,21.99
5/4/2017,22.03
5/5/2017 16:00:00,22.09
5/8/2017 16:00:00,22
5/9/2017 16:00:00,21.1
5/10/2017 16:00:00,20.87
5/11/2017 16:00:00,20.72
5/12/2017 16:00:00,20.34
5/15/2017 16:00:00,20.83
5/16/2017 16:00:00,20.69
5/17/2017 16:00:00,20.38
5/18/2017 16:00:00,20.29
5/19/2017 16:00:00,20.68
5/22/2017 16:00:00,21.28
5/23/2017 16:00:00,21.35
5/24/2017 16:00:00,21.55
5/25/2017 16:00:00,21.84
5/26/2017 16:00:00,21.69
5/30/2017 16:00:00,21.7
5/31/2017 16:00:00,21.9
6/1/2017 16:00:00,21.97
6/2/2017 16:00:00,22.13
6/5/2017 16:00:00,21.98
6/6/2017 16:00:00,21.3
6/7/2017 16:00:00,21.25
6/8/2017 16:00:00,21.72
6/9/2017 16:00:00,21.78
6/12/2017 16:00:00,21.54
6/13/2017 16:00:00,21.32
6/14/2017 16:00:00,21.31
6/15/2017 16:00:00,20.96
6/16/2017 16:00:00,20.84
6/19/2017 16:00:00,21.03
6/20/2017 16:00:00,20.73
6/21/2017 16:00:00,20.41
6/22/2017 16:00:00,20.29
6/23/2017 16:00:00,20.5
6/26/2017 16:00:00,20.38
6/27/2017 16:00:00,20.54
6/28/2017 16:00:00,20.89
6/29/2017 16:00:00,20.76
6/30/2017 16:00:00,20.8
7/3/2017 16:00:00,21.29
7/5/2017 16:00:00,21.89
7/6/2017 16:00:00,21.33
7/7/2017 16:00:00,21.79
7/10/2017 16:00:00,21.75
7/11/2017 16:00:00,21.99
7/12/2017 16:00:00,22.37
7/13/2017 16:00:00,22.11
7/14/2017 16:00:00,22.54
7/17/2017 16:00:00,22.64
7/18/2017 16:00:00,22.51
7/19/2017 16:00:00,22.83
7/20/2017 16:00:00,23.01
7/21/2017 16:00:00,23.22
7/24/2017 16:00:00,23.75
7/25/2017 16:00:00,23.85
7/26/2017 16:00:00,23.63
7/27/2017 16:00:00,23.49
7/28/2017 16:00:00,23.94
7/31/2017 16:00:00,23.45
8/1/2017 16:00:00,23.69
8/2/2017 16:00:00,23.53
8/3/2017 16:00:00,23.82
8/4/2017 16:00:00,27.22
8/7/2017 16:00:00,27.06
8/8/2017 16:00:00,26.97
8/9/2017 16:00:00,27.3
8/10/2017 16:00:00,26.83
8/11/2017 16:00:00,26.89
8/14/2017 16:00:00,27
8/15/2017 16:00:00,27.28
8/16/2017 16:00:00,27.32
8/17/2017 16:00:00,27.02
8/18/2017 16:00:00,27.09
8/21/2017 16:00:00,27.65
8/22/2017 16:00:00,28.38
8/23/2017 16:00:00,28.13
8/24/2017 16:00:00,28.09
8/25/2017 16:00:00,27.6
8/28/2017 16:00:00,27.71
8/29/2017 16:00:00,28.04
8/30/2017 16:00:00,29.19
8/31/2017 16:00:00,29.63
9/1/2017 16:00:00,29.95
9/5/2017 16:00:00,29.1
9/6/2017 16:00:00,28.52
9/7/2017 16:00:00,29.46
9/8/2017 16:00:00,28.54
9/11/2017 16:00:00,28.68
9/12/2017 16:00:00,28.29
9/13/2017 16:00:00,28.11
9/14/2017 16:00:00,27.96
9/15/2017 16:00:00,28.33
9/18/2017 16:00:00,30.24
9/19/2017 16:00:00,30.79
9/20/2017 16:00:00,31.75
9/21/2017 16:00:00,32.3
9/22/2017 16:00:00,33.89
9/25/2017 16:00:00,33.93
9/26/2017 16:00:00,35
9/27/2017 16:00:00,35.16
9/28/2017 16:00:00,34.99
9/29/2017 16:00:00,35.01
10/2/2017 16:00:00,35.73
10/3/2017 16:00:00,34.98
10/4/2017 16:00:00,34.81
10/5/2017 16:00:00,34.84
10/6/2017 16:00:00,35.05
10/9/2017 16:00:00,35.37
10/10/2017 16:00:00,35.19
10/11/2017 16:00:00,34.85
10/12/2017 16:00:00,35.31
10/13/2017 16:00:00,33.77
10/16/2017 16:00:00,33.32
10/17/2017 16:00:00,33.38
10/18/2017 16:00:00,33.54
10/19/2017 16:00:00,33.89
10/20/2017 16:00:00,34.4
10/23/2017 16:00:00,31.92
10/24/2017 16:00:00,32.64
10/25/2017 16:00:00,32.42
10/26/2017 16:00:00,32.35
10/27/2017 16:00:00,32.5
10/30/2017 16:00:00,31.55
10/31/2017 16:00:00,31.58
11/1/2017 16:00:00,30.84
11/2/2017 16:00:00,32.15
11/3/2017 16:00:00,27.97
11/6/2017 16:00:00,30.2
11/7/2017 16:00:00,29.97
11/8/2017 16:00:00,30.27
11/9/2017 16:00:00,29.85
11/10/2017 16:00:00,29.09
11/13/2017 16:00:00,28.87
11/14/2017 16:00:00,29.14
11/15/2017 16:00:00,28.87
11/16/2017 16:00:00,29.27
11/17/2017 16:00:00,29.04
11/20/2017 16:00:00,29.82
11/21/2017 16:00:00,30.36
11/22/2017 16:00:00,30.07
11/24/2017 13:00:00,30.42
11/27/2017 16:00:00,30.31
11/28/2017 16:00:00,31.23
11/29/2017 16:00:00,30.76
11/30/2017 16:00:00,31.49
12/1/2017 16:00:00,31.19
12/4/2017 16:00:00,30.29
12/5/2017 16:00:00,29.99
12/6/2017 16:00:00,30.59
12/7/2017 16:00:00,30.86
12/8/2017 16:00:00,30.36
12/11/2017 16:00:00,29.9
12/12/2017 16:00:00,30.64
12/13/2017 16:00:00,31.01
12/14/2017 16:00:00,31.28
12/15/2017 16:00:00,31.69
12/18/2017 16:00:00,31.69
12/19/2017 16:00:00,31.61
12/20/2017 16:00:00,32.15
12/21/2017 16:00:00,32.34
12/22/2017 16:00:00,32.2
12/26/2017 16:00:00,30.84
12/27/2017 16:00:00,31.38
12/28/2017 16:00:00,31.44
12/29/2017 16:00:00,31.2
1/2/2018 16:00:00,31.16
1/3/2018 16:00:00,30.68
1/4/2018 16:00:00,30.74
1/5/2018 16:00:00,31.14
1/8/2018 16:00:00,31.93
1/9/2018 16:00:00,31.97
1/10/2018 16:00:00,31.81
1/11/2018 16:00:00,31.77
1/12/2018 16:00:00,31.81
1/16/2018 16:00:00,30.95
1/17/2018 16:00:00,30.83
1/18/2018 16:00:00,31.12
1/19/2018 16:00:00,31.27
1/22/2018 16:00:00,30.15
1/23/2018 16:00:00,28.36
1/24/2018 16:00:00,27.59
1/25/2018 16:00:00,27.42
1/26/2018 16:00:00,28.46
1/29/2018 16:00:00,28.53
1/30/2018 16:00:00,28.04
1/31/2018 16:00:00,27.5
2/1/2018 16:00:00,26.98
2/2/2018 16:00:00,26.43
2/5/2018 16:00:00,25.13
2/6/2018 16:00:00,26.07
2/7/2018 16:00:00,25.42
2/8/2018 16:00:00,24.74
2/9/2018 16:00:00,25.9
2/12/2018 16:00:00,26.56
2/13/2018 16:00:00,26.55
2/14/2018 16:00:00,27.38
2/15/2018 16:00:00,27.59
2/16/2018 16:00:00,27.3
2/20/2018 16:00:00,26.95
2/21/2018 16:00:00,26.98
2/22/2018 16:00:00,26.55
2/23/2018 16:00:00,27.46
2/26/2018 16:00:00,28.22
2/27/2018 16:00:00,27.25
2/28/2018 16:00:00,27
3/1/2018 16:00:00,26.6
3/2/2018 16:00:00,27.44
3/5/2018 16:00:00,27.13
3/6/2018 16:00:00,27.49
3/7/2018 16:00:00,27.76
3/8/2018 16:00:00,27.65
3/9/2018 16:00:00,28.11
3/12/2018 16:00:00,28.22
3/13/2018 16:00:00,28.3
3/14/2018 16:00:00,28.19
3/15/2018 16:00:00,27.95
3/16/2018 16:00:00,27.26
3/19/2018 16:00:00,27.23
3/20/2018 16:00:00,27.52
3/21/2018 16:00:00,27.82
3/22/2018 16:00:00,27.07
3/23/2018 16:00:00,27.4
3/26/2018 16:00:00,28.08
3/27/2018 16:00:00,27.28
3/28/2018 16:00:00,27.16
3/29/2018 16:00:00,27.97
4/2/2018 16:00:00,28.02
4/3/2018 16:00:00,28.06
4/4/2018 16:00:00,28.06
4/5/2018 16:00:00,28.65
4/6/2018 16:00:00,28.09
4/9/2018 16:00:00,28.04
4/10/2018 16:00:00,28.12
4/11/2018 16:00:00,28.98
4/12/2018 16:00:00,29.7
4/13/2018 16:00:00,29.9
4/16/2018 16:00:00,30.45
4/17/2018 16:00:00,31.01
4/18/2018 16:00:00,31.24
4/19/2018 16:00:00,30.89
4/20/2018 16:00:00,30.29
4/23/2018 16:00:00,30.36
4/24/2018 16:00:00,29.78
4/25/2018 16:00:00,29.35
4/26/2018 16:00:00,28.97
4/27/2018 16:00:00,28.51
4/30/2018 16:00:00,27.94
5/1/2018 16:00:00,27.94
5/2/2018 16:00:00,26.09
5/3/2018 16:00:00,25.62
5/4/2018 16:00:00,25.65
5/7/2018 16:00:00,25.83
5/8/2018 16:00:00,27.41
5/9/2018 16:00:00,27.72
5/10/2018 16:00:00,27.47
5/11/2018 16:00:00,27.36
5/14/2018 16:00:00,27.5
5/15/2018 16:00:00,27.87
5/16/2018 16:00:00,27.89
5/17/2018 16:00:00,28.07
5/18/2018 16:00:00,28.72
5/21/2018 16:00:00,29.19
5/22/2018 16:00:00,28.35
5/23/2018 16:00:00,28.64
5/24/2018 16:00:00,29.1
5/25/2018 16:00:00,29.01
5/29/2018 16:00:00,28.91
5/30/2018 16:00:00,29.66
5/31/2018 16:00:00,28.94
6/1/2018 16:00:00,29.15
6/4/2018 16:00:00,29.79
6/5/2018 16:00:00,29.84
6/6/2018 16:00:00,30.18
6/7/2018 16:00:00,29.65
6/8/2018 16:00:00,29.87
6/11/2018 16:00:00,30.18
6/12/2018 16:00:00,29.93
6/13/2018 16:00:00,30
6/14/2018 16:00:00,29.83
6/15/2018 16:00:00,29.49
6/18/2018 16:00:00,29.7
6/19/2018 16:00:00,28.62
6/20/2018 16:00:00,29.26
6/21/2018 16:00:00,29.51
6/22/2018 16:00:00,29.2
6/25/2018 16:00:00,28.96
6/26/2018 16:00:00,29.46
6/27/2018 16:00:00,29.26
6/28/2018 16:00:00,29.52
6/29/2018 16:00:00,29.49
7/2/2018 16:00:00,29.27
7/3/2018 13:00:00,29.49
7/5/2018 16:00:00,29.51
7/6/2018 16:00:00,29.7
7/9/2018 16:00:00,29.86
7/10/2018 16:00:00,30.05
7/11/2018 16:00:00,28.98
7/12/2018 16:00:00,29.79
7/13/2018 16:00:00,30.23
7/16/2018 16:00:00,30.41
7/17/2018 16:00:00,30.59
7/18/2018 16:00:00,30.55
7/19/2018 16:00:00,30.41
7/20/2018 16:00:00,30.28
7/23/2018 16:00:00,29.66
7/24/2018 16:00:00,29.05
7/25/2018 16:00:00,28.56
7/26/2018 16:00:00,29.26
7/27/2018 16:00:00,28.07
7/30/2018 16:00:00,27.72
7/31/2018 16:00:00,33.7
8/1/2018 16:00:00,34.46
8/2/2018 16:00:00,34.45
8/3/2018 16:00:00,34.21
8/6/2018 16:00:00,34.5
8/7/2018 16:00:00,34.37
8/8/2018 16:00:00,34.47
8/9/2018 16:00:00,35.83
8/10/2018 16:00:00,36.26
8/13/2018 16:00:00,36.68
8/14/2018 16:00:00,37.29
8/15/2018 16:00:00,36.18
8/16/2018 16:00:00,36.01
8/17/2018 16:00:00,35.85
8/20/2018 16:00:00,35.81
8/21/2018 16:00:00,36.62
8/22/2018 16:00:00,36.73
8/23/2018 16:00:00,36.09
8/24/2018 16:00:00,36
8/27/2018 16:00:00,36.5
8/28/2018 16:00:00,36.59
8/29/2018 16:00:00,35.92
8/30/2018 16:00:00,35.15
8/31/2018 16:00:00,35.11
9/4/2018 16:00:00,35.29
9/5/2018 16:00:00,35.76
9/6/2018 16:00:00,35.63
9/7/2018 16:00:00,35.94
9/10/2018 16:00:00,34.75
9/11/2018 16:00:00,34.67
9/12/2018 16:00:00,34.07
9/13/2018 16:00:00,34.1
9/14/2018 16:00:00,34.75
9/17/2018 16:00:00,34.52
9/18/2018 16:00:00,34.35
9/19/2018 16:00:00,33.68
9/20/2018 16:00:00,33.49
9/21/2018 16:00:00,33.92
9/24/2018 16:00:00,33.06
9/25/2018 16:00:00,34.36
9/26/2018 16:00:00,33.32
9/27/2018 16:00:00,33.95
9/28/2018 16:00:00,33.99
10/1/2018 16:00:00,33.25
10/2/2018 16:00:00,33.19
10/3/2018 16:00:00,33.19
10/4/2018 16:00:00,32.96
10/5/2018 16:00:00,32.64
10/8/2018 16:00:00,32.67
10/9/2018 16:00:00,32.2
10/10/2018 16:00:00,31.04
10/11/2018 16:00:00,30.36
10/12/2018 16:00:00,30.49
10/15/2018 16:00:00,32.09
10/16/2018 16:00:00,33.02
10/17/2018 16:00:00,32.62
10/18/2018 16:00:00,32.19
10/19/2018 16:00:00,32.21
10/22/2018 16:00:00,32.32
10/23/2018 16:00:00,32.19
10/24/2018 16:00:00,30.51
10/25/2018 16:00:00,30.57
10/26/2018 16:00:00,30.79
10/29/2018 16:00:00,29.78
10/30/2018 16:00:00,30.26
10/31/2018 16:00:00,35.32
11/1/2018 16:00:00,36
11/2/2018 16:00:00,36.86
11/5/2018 16:00:00,36.7
11/6/2018 16:00:00,38.17
11/7/2018 16:00:00,38.67
11/8/2018 16:00:00,37.87
11/9/2018 16:00:00,37.94
11/12/2018 16:00:00,36.64
11/13/2018 16:00:00,36.28
11/14/2018 16:00:00,35.57
11/15/2018 16:00:00,35.95
11/16/2018 16:00:00,35.33
11/19/2018 16:00:00,34.36
11/20/2018 16:00:00,33.58
11/21/2018 16:00:00,33.53
11/23/2018 13:00:00,33.27
11/26/2018 16:00:00,33.68
11/27/2018 16:00:00,33.53
11/28/2018 16:00:00,34.78
11/29/2018 16:00:00,34.61
11/30/2018 16:00:00,35.21
12/3/2018 16:00:00,35.22
12/4/2018 16:00:00,34.06
12/6/2018 16:00:00,34.4
12/7/2018 16:00:00,34.13
12/10/2018 16:00:00,35.37
12/11/2018 16:00:00,35.38
12/12/2018 16:00:00,36.26
12/13/2018 16:00:00,35
12/14/2018 16:00:00,35.12
12/17/2018 16:00:00,34.66
12/18/2018 16:00:00,35.47
12/19/2018 16:00:00,34.86
12/20/2018 16:00:00,34.13
12/21/2018 16:00:00,33.75
12/24/2018 13:00:00,32.75
12/26/2018 16:00:00,34.1
12/27/2018 16:00:00,34.94
12/28/2018 16:00:00,34.69
12/31/2018 16:00:00,35.23
1/2/2019 16:00:00,34.03
1/3/2019 16:00:00,32.56
1/4/2019 16:00:00,33.9
1/7/2019 16:00:00,34.45
1/8/2019 16:00:00,35.1
1/9/2019 16:00:00,35.65
1/10/2019 16:00:00,36.68
1/11/2019 16:00:00,36.64
1/14/2019 16:00:00,36.65
1/15/2019 16:00:00,36.9
1/16/2019 16:00:00,37.36
1/17/2019 16:00:00,38.12
1/18/2019 16:00:00,38.68
1/22/2019 16:00:00,38.09
1/23/2019 16:00:00,38.85
1/24/2019 16:00:00,39.5
1/25/2019 16:00:00,39.04
1/28/2019 16:00:00,38.93
1/29/2019 16:00:00,39
1/30/2019 16:00:00,38.68
1/31/2019 16:00:00,39.47
2/1/2019 16:00:00,39.62
2/4/2019 16:00:00,40.15
2/5/2019 16:00:00,40.58
2/6/2019 16:00:00,40.12
2/7/2019 16:00:00,39.27
